Origem;UF_Origem;Destino;UF_Destino;Passageiros(PAX);viagens necessárias em regime de eficiência (ICM);empresas;classificação do mercado
Araguatins;TO;Buriticupu;MA;101;4;3;SUBSIDIÁRIO
Araguatins;TO;Campo Maior;PI;2;1;1;SUBSIDIÁRIO
Araguatins;TO;Caxias;MA;31;2;4;SUBSIDIÁRIO
Araguatins;TO;Codo;MA;15;1;1;SUBSIDIÁRIO
Araguatins;TO;Imperatriz;MA;445;16;5;SUBSIDIÁRIO
Araguatins;TO;Itupiranga;PA;4;1;1;SUBSIDIÁRIO
Araguatins;TO;Maraba;PA;1737;63;5;SUBSIDIÁRIO
Araguatins;TO;Miranda Do Norte;MA;14;1;1;SUBSIDIÁRIO
Araguatins;TO;Novo Repartimento;PA;294;11;1;SUBSIDIÁRIO
Araguatins;TO;Pacaja;PA;150;6;1;SUBSIDIÁRIO
Araguatins;TO;Peritoro;MA;23;1;3;SUBSIDIÁRIO
Araguatins;TO;Santa Ines;MA;249;9;3;SUBSIDIÁRIO
Araguatins;TO;Santa Luzia;MA;148;6;3;SUBSIDIÁRIO
Araguatins;TO;Sao Luis;MA;184;7;1;SUBSIDIÁRIO
Araguatins;TO;Teresina;PI;115;5;4;SUBSIDIÁRIO
Araguatins;TO;Timon;MA;7;1;4;SUBSIDIÁRIO
Araioses;MA;Parnaiba;PI;337;13;2;SUBSIDIÁRIO
Aramina;SP;Uberaba;MG;667;24;1;SUBSIDIÁRIO
Arapiraca;AL;Barreiras;BA;195;7;2;SUBSIDIÁRIO
Arapiraca;AL;Bom Conselho;PE;3;1;1;SUBSIDIÁRIO
Arapiraca;AL;Brasilia;DF;486;18;3;SUBSIDIÁRIO
Arapiraca;AL;Campinas;SP;520;19;2;SUBSIDIÁRIO
Arapiraca;AL;Caruaru;PE;2006;72;3;SUBSIDIÁRIO
Arapiraca;AL;Crato;CE;161;6;1;SUBSIDIÁRIO
Arapiraca;AL;Cristinapolis;SE;95;4;1;SUBSIDIÁRIO
Arapiraca;AL;Cuiaba;MT;94;4;1;SUBSIDIÁRIO
Arapiraca;AL;Entre Rios;BA;170;7;1;SUBSIDIÁRIO
Arapiraca;AL;Esplanada;BA;87;4;2;SUBSIDIÁRIO
Arapiraca;AL;Estancia;SE;2098;75;2;SUBSIDIÁRIO
Arapiraca;AL;Feira De Santana;BA;1290;47;3;SUBSIDIÁRIO
Arapiraca;AL;Floresta;PE;62;3;1;SUBSIDIÁRIO
Arapiraca;AL;Formosa;GO;5;1;2;SUBSIDIÁRIO
Arapiraca;AL;Fortaleza;CE;843;31;1;SUBSIDIÁRIO
Arapiraca;AL;Garanhuns;PE;481;18;2;SUBSIDIÁRIO
Arapiraca;AL;Goiania;GO;997;36;1;SUBSIDIÁRIO
Arapiraca;AL;Ibotirama;BA;49;2;2;SUBSIDIÁRIO
Arapiraca;AL;Itaberaba;BA;102;4;2;SUBSIDIÁRIO
Arapiraca;AL;Jaciara;MT;9;1;1;SUBSIDIÁRIO
Arapiraca;AL;Jatai;GO;56;2;1;SUBSIDIÁRIO
Arapiraca;AL;Jequie;BA;1;1;1;SUBSIDIÁRIO
Arapiraca;AL;Joao Pessoa;PB;487;18;2;SUBSIDIÁRIO
Arapiraca;AL;Juazeiro Do Norte;CE;1177;43;1;SUBSIDIÁRIO
Arapiraca;AL;Jundiai;SP;8;1;1;SUBSIDIÁRIO
Arapiraca;AL;Luis Eduardo Magalhaes;BA;472;17;2;SUBSIDIÁRIO
Arapiraca;AL;Mineiros;GO;32;2;1;SUBSIDIÁRIO
Arapiraca;AL;Mossoro;RN;214;8;1;SUBSIDIÁRIO
Arapiraca;AL;Natal;RN;1661;60;3;SUBSIDIÁRIO
Arapiraca;AL;Nova Santa Helena;MT;8;1;1;SUBSIDIÁRIO
Arapiraca;AL;Osasco;SP;1;1;1;SUBSIDIÁRIO
Arapiraca;AL;Patos De Minas;MG;7;1;1;SUBSIDIÁRIO
Arapiraca;AL;Propria;SE;563;21;1;SUBSIDIÁRIO
Arapiraca;AL;Ribeirao Preto;SP;393;15;2;SUBSIDIÁRIO
Arapiraca;AL;Rio De Janeiro;RJ;1252;45;1;SUBSIDIÁRIO
Arapiraca;AL;Rio Verde;GO;198;8;1;SUBSIDIÁRIO
Arapiraca;AL;Rondonopolis;MT;116;5;1;SUBSIDIÁRIO
Arapiraca;AL;Salgueiro;PE;198;8;1;SUBSIDIÁRIO
Arapiraca;AL;Santa Rita Do Araguaia;GO;4;1;1;SUBSIDIÁRIO
Arapiraca;AL;Seabra;BA;50;2;2;SUBSIDIÁRIO
Arapiraca;AL;Sinop;MT;81;3;1;SUBSIDIÁRIO
Arapiraca;AL;Sorriso;MT;76;3;1;SUBSIDIÁRIO
Arapiraca;AL;Uberaba;MG;79;3;2;SUBSIDIÁRIO
Arapiraca;AL;Uberlandia;MG;376;14;2;SUBSIDIÁRIO
Arapiraca;AL;Umbauba;SE;99;4;1;SUBSIDIÁRIO
Arapiraca;AL;Vitoria Da Conquista;BA;685;25;2;SUBSIDIÁRIO
Arapiraca;AL;Volta Redonda;RJ;175;7;1;SUBSIDIÁRIO
Arapongas;PR;Ariquemes;RO;1;1;1;SUBSIDIÁRIO
Arapongas;PR;Balneario Camboriu;SC;2128;76;1;SUBSIDIÁRIO
Arapongas;PR;Caceres;MT;4;1;1;SUBSIDIÁRIO
Arapongas;PR;Cacoal;RO;2;1;1;SUBSIDIÁRIO
Arapongas;PR;Campo Grande;MS;45;2;1;SUBSIDIÁRIO
Arapongas;PR;Caxias Do Sul;RS;311;12;1;SUBSIDIÁRIO
Arapongas;PR;Chapeco;SC;314;12;2;SUBSIDIÁRIO
Arapongas;PR;Cuiaba;MT;12;1;1;SUBSIDIÁRIO
Arapongas;PR;Erechim;RS;50;2;2;SUBSIDIÁRIO
Arapongas;PR;Florianopolis;SC;1025;37;1;SUBSIDIÁRIO
Arapongas;PR;Garuva;SC;244;9;1;SUBSIDIÁRIO
Arapongas;PR;Getulio Vargas;RS;5;1;2;SUBSIDIÁRIO
Arapongas;PR;Itajai;SC;872;32;1;SUBSIDIÁRIO
Arapongas;PR;Itapema;SC;799;29;1;SUBSIDIÁRIO
Arapongas;PR;Jaru;RO;3;1;1;SUBSIDIÁRIO
Arapongas;PR;Ji-Parana;RO;7;1;1;SUBSIDIÁRIO
Arapongas;PR;Joinville;SC;884;32;1;SUBSIDIÁRIO
Arapongas;PR;Lages;SC;104;4;1;SUBSIDIÁRIO
Arapongas;PR;Lajeado;RS;33;2;2;SUBSIDIÁRIO
Arapongas;PR;Mafra;SC;45;2;1;SUBSIDIÁRIO
Arapongas;PR;Novo Hamburgo;RS;81;3;1;SUBSIDIÁRIO
Arapongas;PR;Osasco;SP;431;16;1;SUBSIDIÁRIO
Arapongas;PR;Passo Fundo;RS;163;6;2;SUBSIDIÁRIO
Arapongas;PR;Pimenta Bueno;RO;9;1;1;SUBSIDIÁRIO
Arapongas;PR;Pontes E Lacerda;MT;1;1;1;SUBSIDIÁRIO
Arapongas;PR;Porto Alegre;RS;410;15;2;SUBSIDIÁRIO
Arapongas;PR;Porto Velho;RO;8;1;1;SUBSIDIÁRIO
Arapongas;PR;Presidente Medici;RO;1;1;1;SUBSIDIÁRIO
Arapongas;PR;Rondonopolis;MT;9;1;1;SUBSIDIÁRIO
Arapongas;PR;Sao Leopoldo;RS;1;1;1;SUBSIDIÁRIO
Arapongas;PR;Sao Lourenco Do Oeste;SC;25;1;1;SUBSIDIÁRIO
Arapongas;PR;Soledade;RS;27;1;2;SUBSIDIÁRIO
Arapongas;PR;Vacaria;RS;24;1;1;SUBSIDIÁRIO
Arapongas;PR;Vilhena;RO;7;1;1;SUBSIDIÁRIO
Arapora;MG;Goiania;GO;1;1;3;SUBSIDIÁRIO
Arapora;MG;Morrinhos;GO;1;1;3;SUBSIDIÁRIO
Arapora;MG;Rio Verde;GO;3;1;1;SUBSIDIÁRIO
Araputanga;MT;Campinas;SP;79;3;1;SUBSIDIÁRIO
Araputanga;MT;Cassilandia;MS;1;1;1;SUBSIDIÁRIO
Araputanga;MT;Fernandopolis;SP;133;5;1;SUBSIDIÁRIO
Araputanga;MT;Jales;SP;98;4;1;SUBSIDIÁRIO
Araputanga;MT;Paranaiba;MS;30;2;1;SUBSIDIÁRIO
Araputanga;MT;Santa Fe Do Sul;SP;155;6;1;SUBSIDIÁRIO
Araputanga;MT;Sao Jose Do Rio Preto;SP;420;15;1;SUBSIDIÁRIO
Araputanga;MT;Sao Paulo;SP;146;6;1;SUBSIDIÁRIO
Araputanga;MT;Votuporanga;SP;90;4;1;SUBSIDIÁRIO
Araquari;SC;Curitiba;PR;443;16;1;SUBSIDIÁRIO
Ararangua;SC;Bento Goncalves;RS;255;10;1;SUBSIDIÁRIO
Ararangua;SC;Bom Jesus;RS;17;1;1;SUBSIDIÁRIO
Ararangua;SC;Cambara Do Sul;RS;6;1;2;SUBSIDIÁRIO
Ararangua;SC;Campinas;SP;66;3;1;SUBSIDIÁRIO
Ararangua;SC;Cascavel;PR;466;17;1;SUBSIDIÁRIO
Ararangua;SC;Caxias Do Sul;RS;3255;117;3;SUBSIDIÁRIO
Ararangua;SC;Curitiba;PR;4052;145;2;SUBSIDIÁRIO
Ararangua;SC;Estrela;RS;34;2;1;SUBSIDIÁRIO
Ararangua;SC;Farroupilha;RS;148;6;1;SUBSIDIÁRIO
Ararangua;SC;Foz Do Iguacu;PR;507;19;1;SUBSIDIÁRIO
Ararangua;SC;Garibaldi;RS;47;2;1;SUBSIDIÁRIO
Ararangua;SC;Irati;PR;2;1;1;SUBSIDIÁRIO
Ararangua;SC;Lajeado;RS;172;7;1;SUBSIDIÁRIO
Ararangua;SC;Londrina;PR;3;1;1;SUBSIDIÁRIO
Ararangua;SC;Maringa;PR;12;1;1;SUBSIDIÁRIO
Ararangua;SC;Medianeira;PR;170;7;1;SUBSIDIÁRIO
Ararangua;SC;Novo Hamburgo;RS;1400;50;1;SUBSIDIÁRIO
Ararangua;SC;Osorio;RS;1703;61;2;SUBSIDIÁRIO
Ararangua;SC;Santa Cruz Do Sul;RS;713;26;2;SUBSIDIÁRIO
Ararangua;SC;Santa Maria;RS;1558;56;2;SUBSIDIÁRIO
Ararangua;SC;Santiago;RS;140;5;1;SUBSIDIÁRIO
Ararangua;SC;Sao Jose Dos Ausentes;RS;2;1;1;SUBSIDIÁRIO
Ararangua;SC;Sao Leopoldo;RS;1226;44;2;SUBSIDIÁRIO
Ararangua;SC;Sao Paulo;SP;4517;162;1;SUBSIDIÁRIO
Ararangua;SC;Sao Pedro Do Sul;RS;99;4;1;SUBSIDIÁRIO
Ararangua;SC;Sao Vicente Do Sul;RS;8;1;1;SUBSIDIÁRIO
Ararangua;SC;Teutonia;RS;34;2;1;SUBSIDIÁRIO
Ararangua;SC;Torres;RS;4507;161;4;SUBSIDIÁRIO
Ararangua;SC;Venancio Aires;RS;240;9;2;SUBSIDIÁRIO
Araraquara;SP;Ariquemes;RO;60;3;1;SUBSIDIÁRIO
Araraquara;SP;Bandeirantes;PR;660;24;1;SUBSIDIÁRIO
Araraquara;SP;Barra Do Garcas;MT;15;1;2;SUBSIDIÁRIO
Araraquara;SP;Barra Mansa;RJ;330;12;1;SUBSIDIÁRIO
Araraquara;SP;Barreiras;BA;33;2;1;SUBSIDIÁRIO
Araraquara;SP;Bataguassu;MS;85;4;2;SUBSIDIÁRIO
Araraquara;SP;Brasilandia;MS;19;1;1;SUBSIDIÁRIO
Araraquara;SP;Brasilia;DF;1530;55;3;SUBSIDIÁRIO
Araraquara;SP;Caceres;MT;37;2;1;SUBSIDIÁRIO
Araraquara;SP;Cacu;GO;14;1;1;SUBSIDIÁRIO
Araraquara;SP;Cambara;PR;1182;43;1;SUBSIDIÁRIO
Araraquara;SP;Campo Grande;MS;1374;50;5;SUBSIDIÁRIO
Araraquara;SP;Campo Verde;MT;3;1;2;SUBSIDIÁRIO
Araraquara;SP;Canarana;MT;37;2;2;SUBSIDIÁRIO
Araraquara;SP;Cassilandia;MS;71;3;2;SUBSIDIÁRIO
Araraquara;SP;Caxambu;MG;23;1;1;SUBSIDIÁRIO
Araraquara;SP;Ceres;GO;1;1;2;SUBSIDIÁRIO
Araraquara;SP;Chapadao Do Sul;MS;159;6;2;SUBSIDIÁRIO
Araraquara;SP;Cornelio Procopio;PR;999;36;1;SUBSIDIÁRIO
Araraquara;SP;Costa Rica;MS;23;1;1;SUBSIDIÁRIO
Araraquara;SP;Coxim;MS;27;1;1;SUBSIDIÁRIO
Araraquara;SP;Cuiaba;MT;308;11;1;SUBSIDIÁRIO
Araraquara;SP;Divinopolis;MG;698;25;3;SUBSIDIÁRIO
Araraquara;SP;Duque De Caxias;RJ;276;10;1;SUBSIDIÁRIO
Araraquara;SP;Frutal;MG;195;7;1;SUBSIDIÁRIO
Araraquara;SP;Goiania;GO;4349;156;4;SUBSIDIÁRIO
Araraquara;SP;Gurupi;TO;84;3;2;SUBSIDIÁRIO
Araraquara;SP;Irece;BA;465;17;1;SUBSIDIÁRIO
Araraquara;SP;Itajai;SC;2;1;1;SUBSIDIÁRIO
Araraquara;SP;Itaruma;GO;2;1;1;SUBSIDIÁRIO
Araraquara;SP;Itauna;MG;126;5;1;SUBSIDIÁRIO
Araraquara;SP;Ituiutaba;MG;148;6;1;SUBSIDIÁRIO
Araraquara;SP;Itumbiara;GO;792;29;3;SUBSIDIÁRIO
Araraquara;SP;Iturama;MG;1;1;1;SUBSIDIÁRIO
Araraquara;SP;Jaciara;MT;11;1;1;SUBSIDIÁRIO
Araraquara;SP;Jaragua;GO;14;1;2;SUBSIDIÁRIO
Araraquara;SP;Jatai;GO;51;2;3;SUBSIDIÁRIO
Araraquara;SP;Ji-Parana;RO;91;4;1;SUBSIDIÁRIO
Araraquara;SP;Juiz De Fora;MG;98;4;1;SUBSIDIÁRIO
Araraquara;SP;Lucas Do Rio Verde;MT;17;1;2;SUBSIDIÁRIO
Araraquara;SP;Maringa;PR;4055;145;1;SUBSIDIÁRIO
Araraquara;SP;Mineiros;GO;36;2;2;SUBSIDIÁRIO
Araraquara;SP;Nova Alvorada Do Sul;MS;196;7;1;SUBSIDIÁRIO
Araraquara;SP;Nova Mutum;MT;8;1;2;SUBSIDIÁRIO
Araraquara;SP;Nova Xavantina;MT;25;1;1;SUBSIDIÁRIO
Araraquara;SP;Palmas;TO;347;13;2;SUBSIDIÁRIO
Araraquara;SP;Paranaiba;MS;207;8;2;SUBSIDIÁRIO
Araraquara;SP;Passos;MG;427;16;3;SUBSIDIÁRIO
Araraquara;SP;Pimenta Bueno;RO;84;3;1;SUBSIDIÁRIO
Araraquara;SP;Piumhi;MG;94;4;1;SUBSIDIÁRIO
Araraquara;SP;Pocos De Caldas;MG;109;4;1;SUBSIDIÁRIO
Araraquara;SP;Pontes E Lacerda;MT;33;2;1;SUBSIDIÁRIO
Araraquara;SP;Porangatu;GO;8;1;2;SUBSIDIÁRIO
Araraquara;SP;Porto Nacional;TO;80;3;2;SUBSIDIÁRIO
Araraquara;SP;Porto Velho;RO;64;3;1;SUBSIDIÁRIO
Araraquara;SP;Posse;GO;9;1;1;SUBSIDIÁRIO
Araraquara;SP;Pouso Alegre;MG;69;3;1;SUBSIDIÁRIO
Araraquara;SP;Primavera Do Leste;MT;181;7;2;SUBSIDIÁRIO
Araraquara;SP;Querencia;MT;9;1;2;SUBSIDIÁRIO
Araraquara;SP;Resende;RJ;119;5;1;SUBSIDIÁRIO
Araraquara;SP;Ribas Do Rio Pardo;MS;77;3;2;SUBSIDIÁRIO
Araraquara;SP;Ribeirao Cascalheira;MT;8;1;2;SUBSIDIÁRIO
Araraquara;SP;Rio Verde De Mato Grosso;MS;13;1;1;SUBSIDIÁRIO
Araraquara;SP;Rio Verde;GO;397;15;2;SUBSIDIÁRIO
Araraquara;SP;Rondonopolis;MT;252;9;1;SUBSIDIÁRIO
Araraquara;SP;Santa Rita Do Araguaia;GO;84;3;1;SUBSIDIÁRIO
Araraquara;SP;Sao Gabriel Do Oeste;MS;10;1;1;SUBSIDIÁRIO
Araraquara;SP;Sao Sebastiao Do Paraiso;MG;244;9;3;SUBSIDIÁRIO
Araraquara;SP;Sertanopolis;PR;105;4;1;SUBSIDIÁRIO
Araraquara;SP;Sinop;MT;56;2;2;SUBSIDIÁRIO
Araraquara;SP;Sonora;MS;41;2;1;SUBSIDIÁRIO
Araraquara;SP;Sorriso;MT;21;1;2;SUBSIDIÁRIO
Araraquara;SP;Tres Lagoas;MS;562;21;2;SUBSIDIÁRIO
Araraquara;SP;Uberaba;MG;707;26;3;SUBSIDIÁRIO
Araraquara;SP;Uberlandia;MG;920;33;3;SUBSIDIÁRIO
Araraquara;SP;Uruacu;GO;35;2;2;SUBSIDIÁRIO
Araraquara;SP;Varzea Grande;MT;144;6;1;SUBSIDIÁRIO
Araraquara;SP;Vilhena;RO;109;4;1;SUBSIDIÁRIO
Araras;SP;Araxa;MG;44;2;1;SUBSIDIÁRIO
Araras;SP;Brejo Santo;CE;1;1;1;SUBSIDIÁRIO
Araras;SP;Feira De Santana;BA;2;1;1;SUBSIDIÁRIO
Araras;SP;Goiania;GO;12;1;3;SUBSIDIÁRIO
Araras;SP;Guanambi;BA;1;1;1;SUBSIDIÁRIO
Araras;SP;Itumbiara;GO;46;2;4;SUBSIDIÁRIO
Araras;SP;Janauba;MG;2;1;1;SUBSIDIÁRIO
Araras;SP;Miracema Do Tocantins;TO;2;1;1;SUBSIDIÁRIO
Araras;SP;Montes Claros;MG;5;1;1;SUBSIDIÁRIO
Araras;SP;Patos De Minas;MG;10;1;1;SUBSIDIÁRIO
Araras;SP;Pindai;BA;6;1;1;SUBSIDIÁRIO
Araras;SP;Pirapora;MG;1;1;1;SUBSIDIÁRIO
Araras;SP;Uberaba;MG;65;3;4;SUBSIDIÁRIO
Araras;SP;Uberlandia;MG;209;8;3;SUBSIDIÁRIO
Araras;SP;Urandi;BA;1;1;1;SUBSIDIÁRIO
Arari;MA;Belem;PA;139;5;2;SUBSIDIÁRIO
Arari;MA;Capanema;PA;3;1;1;SUBSIDIÁRIO
Arari;MA;Castanhal;PA;3;1;2;SUBSIDIÁRIO
Arari;MA;Colinas Do Tocantins;TO;4;1;2;SUBSIDIÁRIO
Arari;MA;Goiania;GO;1085;39;1;SUBSIDIÁRIO
Arari;MA;Gurupi;TO;14;1;1;SUBSIDIÁRIO
Arari;MA;Jaragua;GO;2;1;1;SUBSIDIÁRIO
Arari;MA;Maraba;PA;458;17;3;SUBSIDIÁRIO
Arari;MA;Novo Repartimento;PA;9;1;1;SUBSIDIÁRIO
Arari;MA;Pacaja;PA;4;1;1;SUBSIDIÁRIO
Arari;MA;Paraiso Do Tocantins;TO;3;1;2;SUBSIDIÁRIO
Arari;MA;Porangatu;GO;23;1;1;SUBSIDIÁRIO
Arari;MA;Ruropolis;PA;25;1;1;SUBSIDIÁRIO
Arari;MA;Santarem;PA;15;1;1;SUBSIDIÁRIO
Arari;MA;Uruacu;GO;16;1;1;SUBSIDIÁRIO
Araripe;CE;Maraba;PA;57;3;1;SUBSIDIÁRIO
Araripina;PE;Bacabal;MA;12;1;1;SUBSIDIÁRIO
Araripina;PE;Caxias;MA;53;2;1;SUBSIDIÁRIO
Araripina;PE;Codo;MA;6;1;1;SUBSIDIÁRIO
Araripina;PE;Crato;CE;73;3;2;SUBSIDIÁRIO
Araripina;PE;Floriano;PI;595;22;1;SUBSIDIÁRIO
Araripina;PE;Goianinha;RN;9;1;1;SUBSIDIÁRIO
Araripina;PE;Imperatriz;MA;148;6;1;SUBSIDIÁRIO
Araripina;PE;Joao Pessoa;PB;243;9;1;SUBSIDIÁRIO
Araripina;PE;Juazeiro Do Norte;CE;1076;39;2;SUBSIDIÁRIO
Araripina;PE;Maraba;PA;177;7;1;SUBSIDIÁRIO
Araripina;PE;Marcolandia;PI;28;1;1;SUBSIDIÁRIO
Araripina;PE;Miranda Do Norte;MA;8;1;1;SUBSIDIÁRIO
Araripina;PE;Natal;RN;740;27;1;SUBSIDIÁRIO
Araripina;PE;Oeiras;PI;60;3;1;SUBSIDIÁRIO
Araripina;PE;Peritoro;MA;205;8;1;SUBSIDIÁRIO
Araripina;PE;Picos;PI;1167;42;3;SUBSIDIÁRIO
Araripina;PE;Sao Luis;MA;299;11;1;SUBSIDIÁRIO
Araripina;PE;Teresina;PI;2152;77;3;SUBSIDIÁRIO
Araripina;PE;Timon;MA;38;2;1;SUBSIDIÁRIO
Araripina;PE;Valenca Do Piaui;PI;38;2;1;SUBSIDIÁRIO
Araucaria;PR;Carazinho;RS;50;2;1;SUBSIDIÁRIO
Araucaria;PR;Concordia;SC;254;10;1;SUBSIDIÁRIO
Araucaria;PR;Embu Das Artes;SP;10;1;2;SUBSIDIÁRIO
Araucaria;PR;Erechim;RS;338;13;2;SUBSIDIÁRIO
Araucaria;PR;Passo Fundo;RS;110;4;1;SUBSIDIÁRIO
Araucaria;PR;Sao Paulo;SP;560;20;2;SUBSIDIÁRIO
Araxa;MG;Barretos;SP;611;22;3;SUBSIDIÁRIO
Araxa;MG;Bom Jesus Da Lapa;BA;132;5;1;SUBSIDIÁRIO
Araxa;MG;Brasilia;DF;5;1;1;SUBSIDIÁRIO
Araxa;MG;Campinas;SP;3410;122;2;SUBSIDIÁRIO
Araxa;MG;Campo Mourao;PR;18;1;1;SUBSIDIÁRIO
Araxa;MG;Cascavel;PR;161;6;1;SUBSIDIÁRIO
Araxa;MG;Cristais Paulista;SP;110;4;1;SUBSIDIÁRIO
Araxa;MG;Cuiaba;MT;31;2;2;SUBSIDIÁRIO
Araxa;MG;Feira De Santana;BA;136;5;1;SUBSIDIÁRIO
Araxa;MG;Foz Do Iguacu;PR;200;8;1;SUBSIDIÁRIO
Araxa;MG;Goiania;GO;4316;155;3;SUBSIDIÁRIO
Araxa;MG;Guanambi;BA;57;3;2;SUBSIDIÁRIO
Araxa;MG;Itumbiara;GO;509;19;3;SUBSIDIÁRIO
Araxa;MG;Jatai;GO;58;3;2;SUBSIDIÁRIO
Araxa;MG;Jequie;BA;135;5;1;SUBSIDIÁRIO
Araxa;MG;Ji-Parana;RO;2;1;2;SUBSIDIÁRIO
Araxa;MG;Jundiai;SP;17;1;1;SUBSIDIÁRIO
Araxa;MG;Limeira;SP;8;1;1;SUBSIDIÁRIO
Araxa;MG;Londrina;PR;275;10;1;SUBSIDIÁRIO
Araxa;MG;Maceio;AL;416;15;1;SUBSIDIÁRIO
Araxa;MG;Maringa;PR;309;12;1;SUBSIDIÁRIO
Araxa;MG;Milagres;BA;11;1;1;SUBSIDIÁRIO
Araxa;MG;Mineiros;GO;58;3;2;SUBSIDIÁRIO
Araxa;MG;Mirandopolis;SP;7;1;1;SUBSIDIÁRIO
Araxa;MG;Olimpia;SP;95;4;1;SUBSIDIÁRIO
Araxa;MG;Pedregulho;SP;576;21;1;SUBSIDIÁRIO
Araxa;MG;Penapolis;SP;20;1;1;SUBSIDIÁRIO
Araxa;MG;Pimenta Bueno;RO;1;1;2;SUBSIDIÁRIO
Araxa;MG;Pindai;BA;106;4;2;SUBSIDIÁRIO
Araxa;MG;Presidente Prudente;SP;45;2;1;SUBSIDIÁRIO
Araxa;MG;Recife;PE;254;10;1;SUBSIDIÁRIO
Araxa;MG;Riacho De Santana;BA;43;2;1;SUBSIDIÁRIO
Araxa;MG;Ribeirao Preto;SP;2225;80;3;SUBSIDIÁRIO
Araxa;MG;Rio De Janeiro;RJ;16;1;1;SUBSIDIÁRIO
Araxa;MG;Rio Verde;GO;42;2;2;SUBSIDIÁRIO
Araxa;MG;Rondonopolis;MT;83;3;2;SUBSIDIÁRIO
Araxa;MG;Santa Rita Do Araguaia;GO;7;1;2;SUBSIDIÁRIO
Araxa;MG;Sao Jose Do Rio Preto;SP;1692;61;3;SUBSIDIÁRIO
Araxa;MG;Sao Simao;GO;31;2;1;SUBSIDIÁRIO
Araxa;MG;Tres Lagoas;MS;64;3;1;SUBSIDIÁRIO
Araxa;MG;Urandi;BA;54;2;1;SUBSIDIÁRIO
Araxa;MG;Vilhena;RO;1;1;2;SUBSIDIÁRIO
Araxa;MG;Vitoria Da Conquista;BA;209;8;1;SUBSIDIÁRIO
Arceburgo;MG;Campinas;SP;2;1;1;SUBSIDIÁRIO
Arceburgo;MG;Mococa;SP;1896;68;1;SUBSIDIÁRIO
Arceburgo;MG;Sao Paulo;SP;21;1;1;SUBSIDIÁRIO
Arcos;MG;Brasilia;DF;1963;71;1;SUBSIDIÁRIO
Arcos;MG;Cristalina;GO;230;9;1;SUBSIDIÁRIO
Arcos;MG;Sao Paulo;SP;5488;196;1;SUBSIDIÁRIO
Arcoverde;PE;Bacabal;MA;50;2;1;SUBSIDIÁRIO
Arcoverde;PE;Belem;PA;150;6;1;SUBSIDIÁRIO
Arcoverde;PE;Brejo Santo;CE;237;9;1;SUBSIDIÁRIO
Arcoverde;PE;Campina Grande;PB;560;20;1;SUBSIDIÁRIO
Arcoverde;PE;Caxias;MA;105;4;1;SUBSIDIÁRIO
Arcoverde;PE;Cicero Dantas;BA;7;1;1;SUBSIDIÁRIO
Arcoverde;PE;Codo;MA;36;2;1;SUBSIDIÁRIO
Arcoverde;PE;Crato;CE;270;10;1;SUBSIDIÁRIO
Arcoverde;PE;Feira De Santana;BA;1019;37;1;SUBSIDIÁRIO
Arcoverde;PE;Floriano;PI;506;19;1;SUBSIDIÁRIO
Arcoverde;PE;Fortaleza;CE;1462;53;1;SUBSIDIÁRIO
Arcoverde;PE;Goianinha;RN;9;1;1;SUBSIDIÁRIO
Arcoverde;PE;Imperatriz;MA;164;6;1;SUBSIDIÁRIO
Arcoverde;PE;Jati;CE;22;1;1;SUBSIDIÁRIO
Arcoverde;PE;Jeremoabo;BA;11;1;1;SUBSIDIÁRIO
Arcoverde;PE;Joao Pessoa;PB;607;22;1;SUBSIDIÁRIO
Arcoverde;PE;Juazeiro Do Norte;CE;1556;56;1;SUBSIDIÁRIO
Arcoverde;PE;Juazeiro;BA;420;15;1;SUBSIDIÁRIO
Arcoverde;PE;Maceio;AL;1753;63;2;SUBSIDIÁRIO
Arcoverde;PE;Maraba;PA;429;16;1;SUBSIDIÁRIO
Arcoverde;PE;Marcolandia;PI;91;4;1;SUBSIDIÁRIO
Arcoverde;PE;Miranda Do Norte;MA;25;1;1;SUBSIDIÁRIO
Arcoverde;PE;Mossoro;RN;609;22;1;SUBSIDIÁRIO
Arcoverde;PE;Natal;RN;240;9;1;SUBSIDIÁRIO
Arcoverde;PE;Oeiras;PI;40;2;1;SUBSIDIÁRIO
Arcoverde;PE;Patos;PB;894;32;1;SUBSIDIÁRIO
Arcoverde;PE;Paulo Afonso;BA;609;22;1;SUBSIDIÁRIO
Arcoverde;PE;Peritoro;MA;185;7;1;SUBSIDIÁRIO
Arcoverde;PE;Picos;PI;599;22;1;SUBSIDIÁRIO
Arcoverde;PE;Salvador;BA;2468;89;1;SUBSIDIÁRIO
Arcoverde;PE;Santa Ines;MA;118;5;1;SUBSIDIÁRIO
Arcoverde;PE;Sao Luis;MA;476;17;1;SUBSIDIÁRIO
Arcoverde;PE;Serrinha;BA;60;3;1;SUBSIDIÁRIO
Arcoverde;PE;Teixeira;PB;39;2;1;SUBSIDIÁRIO
Arcoverde;PE;Teresina;PI;1144;41;1;SUBSIDIÁRIO
Arcoverde;PE;Timon;MA;35;2;1;SUBSIDIÁRIO
Arcoverde;PE;Tucano;BA;50;2;1;SUBSIDIÁRIO
Arcoverde;PE;Valenca Do Piaui;PI;41;2;1;SUBSIDIÁRIO
Areado;MG;Campinas;SP;278;10;1;SUBSIDIÁRIO
Areado;MG;Sao Paulo;SP;480;18;1;SUBSIDIÁRIO
